firm,pros,cons,sentiment,rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt
Apple,work from home wifi paid,long days but not too bad,Positive,4,4.0,5.0,5.0,5.0,4.0,5.0
REED,long lunch monday to friday shift,no team work managers are rude sales consultants are rude about candidates after phone calls,Negative,1,3.0,1.0,3.0,1.0,1.0,1.0
Gi-Group,zero management no people culture,the team at the kassel branch managing the new amazon facility wolfhagen ksf in germany is increasingly and continually ineffective lack proper organization and legendary poor management communication is extremely bad the representatives are all inadequately equipped for the task the new norm is to threaten workers with termination when faced with their own vomit of inefficiency the current group should be retrained taught how to respect workers rights and not abused their positions or lay off for more competent leadership,Negative,1,1.0,1.0,3.0,1.0,2.0,1.0
Microsoft,inspiring people great culture,lack of freedom to work on things,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
Cushman-and-Wakefield,large company have been around for ever they know what theyre doing,hard to change hours to hours that your looking for treat engineers poorly,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
McDonald-s,friendly people to work with,hours rate of pay for the work,Negative,2,3.0,3.0,3.0,3.0,3.0,3.0
EY,good team friendly environment interesting projects,work pressure sometimes boring projects,Positive,4,4.0,3.0,3.0,5.0,4.0,5.0
Microsoft,easy life not too much work,not much room for growth,Neutral,3,4.0,3.0,3.0,2.0,3.0,2.0
PwC,brilliant training exposure to move around different parts of the business,hard to climb career ladder,Positive,4,4.0,5.0,5.0,3.0,5.0,4.0
GlaxoSmithKline,mission statement and company truly tries to live by it easy to take time off,progression is tied to friendliness to management and open favouritism is the norm,Positive,4,3.0,2.0,3.0,3.0,3.0,3.0
SAP,very flexible schedule there is no need to be micromanaged,base salary is quite low,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
Deloitte,if you are proactive and you search challenges this is the place,sometimes there stress situations that you have to handle,Positive,4,4.0,4.0,3.0,4.0,3.0,4.0
Microsoft,good work life balance great company to work for,slow growth can take a while to be promoted to new levels,Positive,5,5.0,5.0,3.0,4.0,4.0,4.0
PwC,good overall experience lots of opportunities to expand your skill set,team culture can be very different you need to adjust to different work styles fast,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
McDonald-s,flexibility ideal for a uni student decent pay great for beginning experience met some of the best people who i now consider my closest friends,long hours not the best management monotonous work,Neutral,3,5.0,4.0,3.0,3.0,4.0,2.0
Deloitte,just use the brand name and apply else where,long hours pathetic benefits and worst work culture,Negative,2,1.0,1.0,1.0,1.0,1.0,2.0
Microsoft,amazing company that is changing the world,no company is perfect and with the pace we are changing you have to be able to grow and push yourself,Positive,5,4.0,5.0,3.0,5.0,5.0,5.0
J-P-Morgan,excellent atmosphere great team absolutely love the new technology center,i have no real complaints with this company,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
American-Express,great brand employee focus technology edge,career pathing us centric standard benefits,Positive,5,4.0,5.0,3.0,4.0,4.0,5.0
Oracle,good work culture awesome opportunities to learn freedom of working from home sometimes flexible working hours competent colleagues big brand identity,opacity in promotions less pay compared to others in the same industry no profit sharing meagre cash bonus,Neutral,3,3.0,3.0,3.0,3.0,2.0,3.0
IBM,work from home and flexible work hour,too much paper work and change of approval to get a code promoted to production,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
Apple,the pay is great the benefits are great they treat their employees like gold,there are really no cons working for apple i cant think of even one they are just an all around amazing company to work for and to do business with they really know how to win people over,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
EY,very good place to gain experience,you can easily get stuck in a job without a mentor to help advance your career,Neutral,3,4.0,3.0,3.0,2.0,3.0,3.0
Deloitte,great place to get opportunities to work on exciting projects especially with brand name clients a lot of resources to support continuing education and development albeit often self driven hours on top of your day job,leadership can focus more on talk than actions compensation is not always transparent or correlated with personaloffering performance,Neutral,3,2.0,3.0,4.0,4.0,3.0,2.0
Deloitte,great work culture work life balance,lengthy working hours during busy season,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
HSBC-Holdings,good company to work with,no issued to work with this company,Positive,4,4.0,4.0,3.0,3.0,3.0,4.0
University-of-Michigan,good people and enjoyable job,low wage not flexible time off,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
Deloitte,good to work for and improve,none to be more spcific,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
BT,its a job lol just not a good one,got rid of skilled staff,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Bloomberg-L-P,great internal systems policy benefit culture philanthropy initiatives,office politics too serious heavy weight on relationships,Negative,2,5.0,5.0,3.0,1.0,5.0,1.0
Salesforce,great company with a strong vision,too many layers very difficult to get anything done,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
Google,google is a great company to work for,google is a fantastic employer for young families,Positive,4,4.0,4.0,3.0,5.0,5.0,5.0
Debenhams,pay off finishing a shift easy to get to group interview,from my first day managment were useless didnt organise me my training properly arrived on time and was passed around from staff to staff for hours after this i was folding clothes for hours on my next shift they made me fold clothes again for hours i finished cleaning around my floor after around hours and asked if there is anything i can help with as i am finished was given another stand to clean which took minutes was walking around aimlessly for hours on end dont see why i was even employed as an existing member of staff could of easily done the same also if another non managment member of staff didnt give me the store codes i would of been locked out with no idea,Negative,1,1.0,1.0,3.0,1.0,3.0,1.0
PwC,good opportunities to work on different projects competent seniors good coaching culture,salary is much lower than other friends at big in similar positions office looks dull boring and really old,Neutral,3,3.0,3.0,3.0,3.0,2.0,4.0
